"ccode1" "ccode2" "edge" "defense" "mil_ratio" "tot_trade" "joint_dem" "year" "edgelab" "nis"
2 20 1 0 0.94277328 0 1 1946 1 8
2 20 1 0 0.93501896 0 1 1947 2 10
2 20 1 0 0.93828756 3832.5 1 1948 3 10
2 20 1 1 0.90915948 3844.2 1 1949 4 14
2 20 1 1 0.88813001 4263.1001 1 1950 5 25
2 20 1 1 0.80027908 5407.1001 1 1951 6 28
2 20 1 1 0.74613881 5955.1001 1 1952 7 35
2 20 1 1 0.74790138 6279.8999 1 1953 8 32
2 20 1 1 0.74880546 5936.2998 1 1954 9 35
2 20 1 1 0.7484805 6745.5 1 1955 10 57
2 20 1 1 0.7481367 7818.5 1 1956 11 68
2 20 1 1 0.74420905 7792.5 1 1957 12 73
2 20 1 1 0.74671721 7323.2002 1 1958 13 72
2 20 1 1 0.74328804 8056.8999 1 1959 14 74
2 20 1 1 0.73670465 7599.1001 1 1960 15 81
2 20 1 1 0.72852689 7818.2998 1 1961 16 108
2 20 1 0 0.72083688 8406.0996 1 1962 17 113
2 20 1 0 0.72056019 8705.1992 1 1963 18 111
2 20 1 0 0.71292597 9891.6992 1 1964 19 111
2 20 1 0 0.71098936 11410.7 1 1965 20 144
2 20 1 0 0.71877497 13929.3 1 1966 21 189
2 20 1 0 0.72220212 15794.3 1 1967 22 231
2 20 1 0 0.72532028 18792.398 1 1968 23 203
2 20 1 0 0.7319591 21544.398 1 1969 24 209
2 20 1 0 0.73685962 22191.699 1 1970 25 204
2 20 1 0 0.7491532 25403.301 1 1971 26 203
2 20 1 0 0.74415827 30171 1 1972 27 259
2 20 1 0 0.75342333 36925.898 1 1973 28 304
2 20 1 0 0.75123352 47589.602 1 1974 29 286
2 20 1 0 0.75709963 48135.297 1 1975 30 287
2 20 1 0 0.75189275 56306.699 1 1976 31 369
2 20 1 0 0.75214487 61688.703 1 1977 32 387
2 20 1 0 0.75085521 68631.594 1 1978 33 355
2 20 1 0 0.7527892 81438.094 1 1979 34 376
2 20 1 0 0.75060654 87320 1 1980 35 433
2 20 1 0 0.74997264 96573.398 1 1981 36 489
2 20 1 0 0.74844593 89163.398 1 1982 37 486
2 20 1 0 0.74959075 101173 1 1983 38 506
2 20 1 0 0.74751472 124809.41 1 1984 39 553
2 20 1 0 0.74969393 128892.3 1 1985 40 521
2 20 1 0 0.74791497 129886.3 1 1986 41 501
2 20 1 0 0.74469244 137101.09 1 1987 42 503
2 20 1 0 0.7406643 158925.41 1 1988 43 480
2 20 1 1 0.74084312 171554.59 1 1989 44 485
2 20 1 1 0.74009043 176558 1 1990 45 400
2 20 1 1 0.73594123 176263.7 1 1991 46 363
2 20 1 1 0.74564999 188515.5 1 1992 47 280
2 20 1 1 0.75274992 210151.8 1 1993 48 298
2 20 1 1 0.74746382 241547 1 1994 49 349
2 20 1 1 0.74767965 268190 1 1995 50 378
2 20 1 1 0.74755603 285834 1 1996 51 446
2 20 1 1 0.75205094 316583 1 1997 52 426
2 20 1 1 0.75113595 327102 1 1998 53 431
2 20 1 1 0.74757957 356676 1 1999 54 398
2 20 1 1 0.74875563 398259 1 2000 55 407
2 20 1 1 0.75430799 375343 1 2001 56 399
2 20 1 1 0.7601096 366923 1 2002 57 419
2 20 1 1 0.75654835 387282 1 2003 58 462
2 20 1 1 0.74481177 436065 1 2004 59 488
2 20 1 1 0.73391277 487095 1 2005 60 518
2 20 1 1 0.72942573 519070 1 2006 61 535
2 20 1 1 0.72319895 544015 1 2007 62 500
2 31 2 1 0.99760777 1519.4 1 1985 63 0
2 31 2 1 0.99127662 1491.58 1 1989 64 0
2 31 2 1 0.99464792 1406.98 1 1990 65 0
2 31 2 1 0.99704039 1390.85 1 1992 66 0
2 31 2 1 0.99512792 1129.8 1 1999 67 0
2 31 2 1 0.99476337 1436.37 1 2000 68 0
2 31 2 1 0.99486375 1452.3899 1 2001 69 0
2 31 2 1 0.99494255 1550.4099 1 2002 70 0
2 31 2 1 0.99456644 1692.73 1 2003 71 0
2 31 2 1 0.9945938 1967.7101 1 2004 72 0
2 31 2 1 0.99462765 2672.0901 1 2005 73 0
2 31 2 1 0.99400407 2992.3098 1 2006 74 0
2 31 2 1 0.99368209 3243.6099 1 2007 75 0
2 40 3 1 0.97901809 883.66003 0 1948 76 0
2 40 3 1 0.97007596 884.25 0 1950 77 0
2 40 3 1 0.94946826 984.96997 0 1952 78 0
2 40 3 1 0.95229596 896.98999 0 1953 79 0
2 40 3 1 0.96436995 922.63 0 1955 80 0
2 40 3 1 0.96677631 1032.47 0 1956 81 0
2 40 3 1 0.95959657 1162.24 0 1957 82 0
2 40 3 1 0.89762777 614 0 1960 83 0
2 40 3 1 0.89282161 51 0 1961 84 1
2 40 3 1 0.87710994 20 0 1962 85 1
2 40 3 0 0.85662097 37 0 1963 86 1
2 40 3 0 0.84761 0 0 1964 87 1
2 40 3 0 0.87218857 0 0 1965 88 1
2 40 3 0 0.83528954 0 0 1966 89 1
2 40 3 0 0.86088693 0 0 1967 90 1
2 40 3 0 0.84617954 0 0 1968 91 0
2 40 3 0 0.86282903 0 0 1969 92 0
2 40 3 0 0.8505795 0 0 1970 93 0
2 40 3 0 0.83577007 0 0 1971 94 0
2 40 3 0 0.85042596 0 0 1972 95 1
2 40 3 0 0.86038178 0 0 1973 96 1
2 40 3 0 0.87135756 0 0 1974 97 1
2 40 3 0 0.8685686 0 0 1975 98 1
2 40 3 0 0.82595885 1.6 0 1977 99 1
2 40 3 0 0.81090432 0.30000001 0 1978 100 1
2 40 3 0 0.81447905 0.5 0 1979 101 1
2 40 3 0 0.8324818 0 0 1980 102 1
2 40 3 0 0.83503628 0.55000001 0 1981 103 1
2 40 3 0 0.8430267 2.5900002 0 1982 104 1
2 40 3 0 0.85455251 0.66000003 0 1983 105 1
2 40 3 0 0.8673023 1.1 0 1984 106 1
2 40 3 0 0.86968452 1.1 0 1985 107 1
2 40 3 0 0.86086434 1.54 0 1986 108 1
2 40 3 0 0.84991902 1.4299999 0 1987 109 1
2 40 3 0 0.81964439 3.74 0 1988 110 1
2 40 3 0 0.84177619 3.1900001 0 1989 111 0
2 40 3 0 0.85089946 1.54 0 1990 112 0
2 40 3 0 0.89627719 1.4299999 0 1991 113 1
2 40 3 0 0.99995065 4.8400002 0 1994 114 0
2 40 3 0 0.90915555 6.3800001 0 1995 115 0
2 40 3 0 0.90133107 6.0500002 0 1996 116 1
2 40 3 0 0.89458013 10.12 0 1997 117 1
2 40 3 0 0.88369882 3.8499999 0 1998 118 0
2 40 3 0 0.88620329 6.0999999 0 1999 119 0
2 40 3 0 0.88772714 3.8100002 0 2000 120 0
2 40 3 0 0.88976979 7.48 0 2001 121 0
2 40 3 0 0.86196387 159.14999 0 2002 122 0
2 40 3 0 0.86141431 287.30002 0 2003 123 0
2 40 3 0 0.85976881 440.44 0 2004 124 0
2 40 3 0 0.85586035 397.87 0 2005 125 0
2 40 3 0 0.85073125 382.67001 0 2006 126 0
2 41 4 1 0.99887377 0 0 1946 127 0
2 41 4 1 0.99838012 0 0 1947 128 0
2 41 4 1 0.99795318 46 0 1948 129 0
2 41 4 1 0.99747068 48.299999 0 1949 130 0
2 41 4 1 0.99655604 52.400002 0 1950 131 0
2 41 4 1 0.99430978 66.900002 0 1951 132 0
2 41 4 1 0.99389213 69.099998 0 1952 133 0
2 41 4 1 0.99308664 48.400002 0 1953 134 0
2 41 4 1 0.9935739 56.599998 0 1954 135 0
2 41 4 1 0.99342746 43.599998 0 1955 136 0
2 41 4 1 0.99370152 45 0 1956 137 0
2 41 4 1 0.99387586 45 0 1957 138 0
2 41 4 1 0.993092 50 0 1958 139 0
2 41 4 1 0.99203581 35.900002 0 1959 140 0
2 41 4 1 0.99195832 42.32 0 1960 141 0
2 41 4 1 0.99190229 40.139999 0 1961 142 0
2 41 4 1 0.99127209 47.510002 0 1962 143 0
2 41 4 1 0.98821509 48.599998 0 1963 144 0
2 41 4 1 0.98588377 48.099998 0 1964 145 0
2 41 4 1 0.9859193 43.830002 0 1965 146 0
2 41 4 1 0.98709929 41.419998 0 1966 147 0
2 41 4 1 0.98680133 44.830002 0 1967 148 0
2 41 4 1 0.98731685 47.720001 0 1968 149 0
2 41 4 1 0.98781937 52.980003 0 1969 150 0
2 41 4 1 0.98842919 58.199997 0 1970 151 0
2 41 4 1 0.9889183 69.080002 0 1971 152 0
2 41 4 1 0.98978359 83.120003 0 1972 153 0
2 41 4 1 0.99014735 100.05 0 1973 154 0
2 41 4 1 0.99181122 170.73999 0 1974 155 0
2 41 4 1 0.99150819 189.17999 0 1975 156 0
2 41 4 1 0.99171478 269.60999 0 1976 157 0
2 41 4 1 0.99182767 282.02002 0 1977 158 0
2 41 4 1 0.99227387 301.64999 0 1978 159 0
2 41 4 1 0.99279636 356.46002 0 1979 160 0
2 41 4 1 0.9930647 453.15002 0 1980 161 0
2 41 4 1 0.99066848 482.64999 0 1981 162 0
2 41 4 1 0.99092704 654.06 0 1982 163 0
2 41 4 1 0.99101919 754.19 0 1983 164 0
2 41 4 1 0.99129039 855.72998 0 1984 165 0
2 41 4 1 0.99132586 779.19995 0 1985 166 0
2 41 4 1 0.9883818 666.13 0 1987 167 0
2 41 4 1 0.99001634 578.07001 0 1988 168 0
2 41 4 1 0.98776191 542.02002 0 1989 169 0
2 41 4 1 0.99479222 660.63 0 1990 170 0
2 41 4 1 0.99246186 728.41003 0 1991 171 0
2 41 4 1 0.98842984 348.95999 0 1992 172 0
2 41 4 1 0.99039948 519.44 0 2001 173 0
2 42 5 1 0.99790412 0 0 1946 174 0
2 42 5 1 0.99612767 0 0 1947 175 0
2 42 5 1 0.98351574 76.309998 0 1950 176 0
2 42 5 1 0.97106844 121.79 0 1953 177 0
2 42 5 1 0.97450799 136.95 0 1954 178 0
2 42 5 1 0.97680372 137.84 0 1955 179 0
2 42 5 1 0.96947771 158.10001 0 1958 180 0
2 42 5 1 0.96415323 160.64 0 1959 181 0
2 42 5 1 0.96764886 170.91 0 1960 182 0
2 42 5 1 0.96607161 130 0 1961 183 0
2 42 5 1 0.96258247 193.48 1 1962 184 0
2 42 5 1 0.95892864 239.79001 0 1963 185 0
2 42 5 1 0.95524436 255.10001 0 1964 186 0
2 42 5 1 0.95643288 172.56 0 1965 187 0
2 42 5 1 0.9573881 191.68001 0 1966 188 0
2 42 5 1 0.95895553 248.84 0 1967 189 0
2 42 5 1 0.95961595 286.21002 0 1968 190 0
2 42 5 1 0.96251285 299.29999 0 1969 191 0
2 42 5 1 0.96352136 338.20001 0 1970 192 0
2 42 5 1 0.96561569 349 0 1971 193 0
2 42 5 1 0.9659667 429.10001 0 1972 194 0
2 42 5 1 0.96735418 555.70001 0 1973 195 0
2 42 5 1 0.96446341 915.20001 0 1974 196 0
2 42 5 1 0.96336704 1111 0 1975 197 0
2 42 5 1 0.96225375 980.5 0 1976 198 0
2 42 5 1 0.96230531 1081.13 0 1977 199 0
2 42 5 1 0.96184146 986.52997 0 1978 200 0
2 42 5 1 0.94935304 1223.9 0 1979 201 0
2 42 5 1 0.94905835 1530.2 0 1980 202 0
2 42 5 1 0.96294773 1645.9 0 1981 203 0
2 42 5 1 0.9636699 1203.5 0 1982 204 0
2 42 5 1 0.96602881 1359.8101 0 1983 205 0
2 42 5 1 0.96281904 1539.96 0 1984 206 0
2 42 5 1 0.98515195 1549.47 0 1985 207 0
2 42 5 1 0.98078799 1759.71 0 1986 208 0
2 42 5 1 0.97905433 1927.66 0 1987 209 0
2 42 5 1 0.98307443 2202.6899 0 1988 210 0
2 42 5 1 0.98312414 2615.4102 0 1989 211 0
2 42 5 1 0.98415351 2735.1099 0 1990 212 0
2 42 5 1 0.99100804 3094.5701 0 1991 213 0
2 42 5 1 0.98684448 3551.8198 0 1992 214 0
2 42 5 1 0.97946775 3944.8701 0 1993 215 0
2 42 5 1 0.97428977 4336.9199 1 1996 216 0
2 42 5 1 0.97173196 9171.1201 1 1997 217 0
2 42 5 1 0.96993363 10005.41 1 1998 218 0
2 42 5 1 0.97062236 10160.41 1 1999 219 0
2 42 5 1 0.95984095 10781.609 1 2000 220 0
2 42 5 1 0.96267414 9944.8398 1 2001 221 0
2 42 5 1 0.95058233 8958.75 1 2002 222 0
2 42 5 1 0.96354645 9192.7598 1 2003 223 0
2 42 5 1 0.96548879 9414.8799 1 2004 224 0
2 42 5 1 0.94969922 9900.6406 1 2005 225 0
2 42 5 1 0.95442492 10531.891 1 2006 226 0
2 42 5 1 0.95530468 10819.62 1 2007 227 0
2 51 6 0 0.99558204 289 1 1967 228 0
2 51 6 0 0.99556667 294.89999 1 1968 229 0
2 51 6 1 0.99577093 345.41998 1 1969 230 0
2 51 6 1 0.99559683 427.34 1 1970 231 0
2 51 6 1 0.99075341 402.32001 1 1971 232 0
2 51 6 1 0.99053866 422.78998 1 1972 233 0
2 51 6 1 0.98829681 445.81 1 1973 234 0
2 51 6 1 0.98840678 581.80005 1 1974 235 0
2 51 6 1 0.99475384 757.62 1 1975 236 0
2 51 6 1 0.99445426 684.91003 1 1976 237 0
2 51 6 1 0.99449044 693.64001 1 1977 238 0
2 51 6 1 0.99171621 846.06 1 1978 239 0
2 51 6 1 0.99500513 722.28998 1 1979 240 0
2 51 6 1 0.99312878 790.17004 1 1980 241 0
2 51 6 1 0.99203932 934.91003 1 1981 242 0
2 51 6 1 0.99246663 813.20001 1 1982 243 0
2 51 6 1 0.99100971 815.68005 1 1983 244 0
2 51 6 1 0.99411154 959.71002 1 1984 245 0
2 51 6 1 0.99430257 776.08997 1 1985 246 0
2 51 6 1 0.99443179 813.34998 1 1986 247 0
2 51 6 1 0.9936347 1032.11 1 1987 248 0
2 51 6 1 0.99227285 1178.36 1 1988 249 0
2 51 6 1 0.99333495 1488.3999 1 1989 250 0
2 51 6 1 0.9926706 1516.39 1 1990 251 0
2 51 6 1 0.99443567 1542.4299 1 1991 252 0
2 51 6 1 0.99572653 1676.53 1 1992 253 0
2 51 6 1 0.99479383 1990.48 1 1993 254 0
2 51 6 1 0.99444717 1962.8401 1 1994 255 0
2 51 6 1 0.99413884 2457.5801 1 1995 256 0
2 51 6 1 0.9935472 2529.6799 1 1996 257 0
2 51 6 1 0.99070704 2338.8401 1 1997 258 0
2 51 6 1 0.98954093 2332.79 1 1998 259 0
2 51 6 1 0.98871183 2179.72 1 1999 260 0
2 51 6 1 0.99001324 2230.4199 1 2000 261 0
2 51 6 1 0.99039948 2040.5 1 2001 262 0
2 51 6 1 0.98814142 1986.0901 1 2002 263 0
2 51 6 1 0.98878032 2143 1 2003 264 0
2 51 6 1 0.99058002 1965.77 1 2004 265 0
2 51 6 1 0.99066818 2373.0999 1 2005 266 0
2 51 6 1 0.98941565 2780.6001 1 2006 267 0
2 51 6 1 0.98525065 3513.22 1 2007 268 0
2 52 7 1 0.99674278 258.89999 1 1967 269 0
2 52 7 1 0.99701607 292.29999 1 1968 270 0
2 52 7 1 0.99678475 317.89999 1 1969 271 0
2 52 7 1 0.99663073 355.88 1 1970 272 0
2 52 7 1 0.99651021 361.26999 1 1971 273 0
2 52 7 1 0.99657792 422.04999 1 1972 274 0
2 52 7 1 0.99695784 574.85999 1 1973 275 0
2 52 7 1 0.99688303 1602.0701 1 1974 276 0
2 52 7 1 0.99667305 1580.15 1 1975 277 0
2 52 7 1 0.99669206 1974.09 1 1976 278 0
2 52 7 1 0.99656856 2126.3 1 1977 279 0
2 52 7 1 0.99567467 1901.8401 1 1978 280 0
2 52 7 1 0.995215 2167.22 1 1979 281 0
2 52 7 1 0.99493408 3290.98 1 1980 282 0
2 52 7 1 0.99141502 3063.75 1 1981 283 0
2 52 7 1 0.99021739 2924.78 1 1982 284 0
2 52 7 1 0.9899829 2420.46 1 1983 285 0
2 52 7 1 0.99041158 2148.9099 1 1984 286 0
2 52 7 1 0.99058139 1902.98 1 1985 287 0
2 52 7 1 0.9881438 1411.4 1 1986 288 0
2 52 7 1 0.99166244 1454.0901 1 1989 289 0
2 52 7 1 0.99450123 1576.52 1 1991 290 0
2 52 7 1 0.99151444 1523.21 1 1992 291 0
2 52 7 1 0.99106348 1763.4299 1 1994 292 0
2 52 7 1 0.99080026 1932.13 1 1995 293 0
2 52 7 1 0.99038732 1923.3301 1 1996 294 0
2 52 7 1 0.99217027 2808.0898 1 1997 295 0
2 52 7 1 0.99119139 2425.8101 1 1998 296 0
2 52 7 1 0.99162984 2511.53 1 1999 297 0
2 52 7 1 0.98735768 3160.99 1 2000 298 0
2 52 7 1 0.986871 3913.79 1 2001 299 0
2 52 7 1 0.99255252 3906.7202 1 2002 300 0
2 52 7 1 0.98839021 5879.52 1 2003 301 0
2 52 7 1 0.98919344 7593.8101 1 2004 302 0
2 52 7 1 0.98818767 9925.21 1 2005 303 0
2 52 7 1 0.9900403 10598.681 1 2006 304 0
2 52 7 1 0.9901861 11299.04 1 2007 305 0
2 53 8 1 0.99830025 195.98999 1 1979 306 0
2 53 8 1 0.9968223 277.87 1 1980 307 0
2 53 8 1 0.99688923 282.09 1 1981 308 0
2 53 8 1 0.99763072 321.12 1 1982 309 0
2 53 8 1 0.99758077 495.19998 1 1983 310 0
2 53 8 1 0.99734199 572.02002 1 1984 311 0
2 53 8 1 0.99754167 457.13 1 1985 312 0
2 53 8 1 0.99771732 347.41 1 1986 313 0
2 53 8 1 0.99790913 232.44 1 1987 314 0
2 53 8 1 0.99675769 521.09003 1 2000 315 0
2 53 8 1 0.99678141 490.28 1 2001 316 0
2 53 8 1 0.99678534 475.82001 1 2002 317 0
2 53 8 1 0.99536914 498.42999 1 2003 318 0
2 53 8 1 0.99547684 558 1 2004 319 0
2 53 8 1 0.99545956 628.68005 1 2005 320 0
2 53 8 1 0.99550945 522.60999 1 2006 321 0
2 53 8 1 0.99560672 542.16003 1 2007 322 0
2 55 10 1 0.99789977 11.95 1 1982 323 0
2 55 10 1 0.99918145 10.21 1 1983 324 0
2 70 15 1 0.97634763 0 0 1946 325 0
2 70 15 1 0.9671728 0 0 1947 326 0
2 70 15 1 0.96035349 770.59998 0 1948 327 0
2 70 15 1 0.96308488 671.90002 0 1949 328 0
2 70 15 1 0.96241683 767.59998 0 1950 329 0
2 70 15 1 0.94154799 1010.3 0 1951 330 0
2 70 15 1 0.93877625 1069.9 0 1952 331 0
2 70 15 1 0.93812758 1075.9 0 1953 332 0
2 70 15 1 0.94751626 1026.6 0 1954 333 0
2 70 15 1 0.95344913 1150 0 1955 334 0
2 70 15 1 0.95118058 1291.5 0 1956 335 0
2 70 15 1 0.94472951 1374.7 0 1957 336 0
2 70 15 1 0.94109672 1388 0 1958 337 0
2 70 15 1 0.93799418 1223.9 0 1959 338 0
2 70 15 1 0.9294917 1348.4 0 1960 339 0
2 70 15 1 0.91944665 1385.9 0 1961 340 0
2 70 15 1 0.90739113 1422.5 0 1962 341 0
2 70 15 1 0.89662009 1511.2 0 1963 342 0
2 70 15 1 0.88410479 1732.3 0 1964 343 0
2 70 15 1 0.87840438 1725.2 0 1965 344 0
2 70 15 1 0.87293464 1849.8 0 1966 345 0
2 70 15 1 0.86142629 1911 0 1967 346 0
2 70 15 1 0.86108744 2202.6001 0 1968 347 0
2 70 15 1 0.85717702 2391.8999 0 1969 348 0
2 70 15 1 0.85554916 2732.7 0 1970 349 0
2 70 15 1 0.85867178 2665 0 1971 350 0
2 70 15 1 0.85465807 3285.6001 0 1972 351 0
2 70 15 1 0.84802186 4735.5 0 1973 352 0
2 70 15 1 0.83946651 7393.2002 0 1974 353 0
2 70 15 1 0.82435715 7225.2002 0 1975 354 0
2 70 15 1 0.83951044 7429.5996 0 1976 355 0
2 70 15 1 0.84980667 8262.7002 0 1977 356 0
2 70 15 1 0.84596425 10759.1 0 1978 357 0
2 70 15 1 0.84938318 16560.199 0 1979 358 0
2 70 15 1 0.84723014 24814.199 0 1980 359 0
2 70 15 1 0.86426485 29410.801 0 1981 360 0
2 70 15 1 0.85826874 24776.699 0 1982 361 0
2 70 15 1 0.89990175 22472.699 0 1983 362 0
2 70 15 1 0.9092865 25350.4 0 1984 363 0
2 70 15 1 0.85544568 29241.602 0 1985 364 0
2 70 15 1 0.90671158 25889.441 0 1986 365 0
2 70 15 1 0.87480009 29596.73 0 1987 366 0
2 70 15 1 0.90567964 37880.898 0 1988 367 0
2 70 15 1 0.90712976 44699.5 0 1989 368 0
2 70 15 1 0.90741724 52627 0 1990 369 0
2 70 15 1 0.9167316 72420 0 1991 370 0
2 70 15 1 0.86243516 84592.602 0 1992 371 0
2 70 15 1 0.86446542 91941.297 0 1993 372 0
2 70 15 1 0.83250219 113065.3 0 1994 373 0
2 70 15 1 0.82678384 122150.3 0 1995 374 0
2 70 15 1 0.77406764 148503 0 1996 375 0
2 70 15 1 0.78092605 177567 0 1997 376 0
2 70 15 1 0.76430643 198654.8 0 1998 377 0
2 70 15 1 0.75606424 225293 0 1999 378 0
2 70 15 1 0.72665334 275368 1 2000 379 0
2 70 15 1 0.71982765 257921 1 2001 380 0
2 70 15 1 0.78066224 253356 1 2002 381 0
2 70 15 1 0.79475832 255599 1 2003 382 0
2 70 15 1 0.80290264 279730 1 2004 383 0
2 70 15 1 0.80303246 302887 1 2005 384 0
2 70 15 1 0.8088479 343936 1 2006 385 0
2 70 15 1 0.80746055 366309 1 2007 386 0
2 80 16 0 0.99889886 123.73 1 1986 387 0
2 80 16 0 0.99736261 127.5 1 1987 388 0
2 80 16 0 0.99775529 145.20999 1 1988 389 0
2 80 16 0 0.99762833 168.72 1 1989 390 0
2 80 16 0 0.99769461 171.01999 1 1990 391 0
2 80 16 1 0.99815154 183.95 1 1991 392 0
2 80 16 1 0.99857306 217.36002 1 1993 393 0
2 80 16 1 0.99786991 191.95999 1 1994 394 0
2 80 16 1 0.9974575 195.71001 1 1995 395 0
2 80 16 1 0.99692285 213.72 1 1996 396 0
2 80 16 1 0.99654603 230.34 1 1997 397 0
2 80 16 1 0.99614912 230.67999 1 1998 398 0
2 80 16 1 0.99614817 283.94 1 1999 399 0
2 80 16 1 0.9960134 316.01001 1 2000 400 0
2 80 16 1 0.99603629 292.78 1 2001 401 0
2 80 16 1 0.99662119 234.73 1 2002 402 0
2 80 16 1 0.99650508 325.64999 1 2003 403 0
2 80 16 1 0.99646002 280.06 1 2004 404 0
2 80 16 1 0.99663287 342.57999 1 2005 405 0
2 80 16 1 0.99651068 418.67999 1 2006 406 0
2 80 16 1 0.99668968 371.01999 1 2007 407 0
2 90 17 1 0.99789035 0 0 1946 408 0
2 90 17 1 0.99722064 0 0 1947 409 0
2 90 17 1 0.99643952 102.1 0 1948 410 0
2 90 17 1 0.99486917 98.900002 0 1949 411 0
2 90 17 1 0.99387515 105.7 0 1950 412 0
2 90 17 1 0.98995864 123.3 0 1951 413 0
2 90 17 1 0.99064642 117.6 0 1952 414 0
2 90 17 1 0.99124175 119.3 0 1953 415 0
2 90 17 1 0.99106008 125.6 0 1954 416 0
2 90 17 1 0.99028081 147.8 0 1955 417 0
2 90 17 1 0.98998892 176.64 0 1956 418 0
2 90 17 1 0.98990589 167.78 0 1957 419 0
2 90 17 1 0.98941827 160.7 0 1958 420 0
2 90 17 1 0.98897582 143.7 0 1959 421 0
2 90 17 1 0.98881906 130.5 0 1960 422 0
2 90 17 1 0.9885149 132.5 0 1961 423 0
2 90 17 1 0.98708504 133.3 0 1962 424 0
2 90 17 1 0.98478031 155.60001 0 1963 425 0
2 90 17 1 0.98129863 157.89999 0 1964 426 0
2 90 17 1 0.978302 168.89999 0 1965 427 0
2 90 17 1 0.97880572 175.60001 0 1966 428 0
2 90 17 1 0.97692722 169.60001 0 1967 429 0
2 90 17 1 0.97758925 177.10001 0 1968 430 0
2 90 17 1 0.97895795 167.01999 0 1969 431 0
2 90 17 1 0.97702789 193.87 0 1970 432 0
2 90 17 1 0.97709614 199.17999 0 1971 433 0
2 90 17 1 0.97499216 219.76999 0 1972 434 0
2 90 17 1 0.97822386 313.64999 0 1973 435 0
2 90 17 1 0.97719359 448.88 0 1974 436 0
2 90 17 1 0.97194374 441.35001 0 1975 437 0
2 90 17 1 0.9708612 622.81 0 1976 438 0
2 90 17 1 0.9647094 797.84998 0 1977 439 0
2 90 17 1 0.96829921 748.20001 0 1978 440 0
2 90 17 1 0.96585667 921.23999 0 1979 441 0
2 90 17 1 0.96216583 1017.1899 0 1980 442 0
2 90 17 1 0.9594537 949.95001 0 1981 443 0
2 90 17 1 0.95545965 796.89001 0 1982 444 0
2 90 17 1 0.95678538 769.26001 0 1983 445 0
2 90 17 1 0.95657027 882.70996 0 1984 446 0
2 90 17 1 0.95872474 890.12 0 1985 447 0
2 90 17 1 0.96728665 1063.48 0 1986 448 0
2 90 17 1 0.97266299 1107.03 0 1987 449 0
2 90 17 1 0.96838331 1068.71 0 1988 450 0
2 90 17 1 0.96793556 1276.9399 0 1989 451 0
2 90 17 1 0.98127657 1537.8401 0 1990 452 0
2 90 17 1 0.9726367 1768.11 0 1991 453 0
2 90 17 1 0.97817165 2355.5601 0 1992 454 0
2 90 17 1 0.97942996 2500.1699 0 1993 455 0
2 90 17 1 0.97457439 2555.21 0 1994 456 0
2 90 17 1 0.97132826 3110.4502 0 1995 457 0
2 90 17 1 0.95843041 3195.1001 1 1996 458 0
2 90 17 1 0.96019912 3818.55 1 1997 459 0
2 90 17 1 0.96103138 4347.29 1 1998 460 0
2 90 17 1 0.96331429 4416.29 1 1999 461 0
2 90 17 1 0.96250862 4820.23 1 2000 462 0
2 90 17 1 0.9571749 4716.5098 1 2001 463 0
2 90 17 1 0.96266651 6250.3203 1 2002 464 0
2 90 17 1 0.95950013 6526.6802 1 2003 465 0
2 90 17 1 0.976587 6579.2197 1 2004 466 0
2 90 17 1 0.97972345 7343.5703 1 2005 467 0
2 90 17 1 0.97111112 7196.3203 1 2006 468 0
2 90 17 1 0.96993339 7999.8896 1 2007 469 0
2 91 18 1 0.99902862 0 0 1946 470 0
2 91 18 1 0.99842346 0 0 1947 471 0
2 91 18 1 0.99750048 47.690002 0 1948 472 0
2 91 18 1 0.99763727 50.330002 0 1949 473 0
2 91 18 1 0.99710351 49.16 0 1950 474 0
2 91 18 1 0.99512118 70.949997 0 1951 475 0
2 91 18 1 0.99515671 76.75 0 1952 476 0
2 91 18 1 0.99566185 80.349998 0 1953 477 0
2 91 18 1 0.99574453 71.830002 0 1954 478 0
2 91 18 1 0.99564767 66.490005 0 1955 479 0
2 91 18 1 0.99468595 77.559998 0 1956 480 0
2 91 18 1 0.99501622 79.400002 0 1957 481 0
2 91 18 1 0.99488497 73.099998 0 1958 482 0
2 91 18 1 0.99457902 63 0 1959 483 0
2 91 18 1 0.99483567 79.099998 0 1960 484 0
2 91 18 1 0.99071157 74.5 0 1961 485 0
2 91 18 1 0.9899177 78.300003 0 1962 486 0
2 91 18 1 0.99009943 82.5 0 1963 487 0
2 91 18 1 0.99163008 98.699997 0 1964 488 0
2 91 18 1 0.99034131 139.5 0 1965 489 0
2 91 18 1 0.98986602 171.3 0 1966 490 0
2 91 18 1 0.99008274 157.10001 0 1967 491 0
2 91 18 1 0.99032015 179.57001 0 1968 492 0
2 91 18 1 0.98923314 181.48999 0 1969 493 0
2 91 18 1 0.98808712 200.48999 0 1970 494 0
2 91 18 1 0.98539895 219.48999 0 1971 495 0
2 91 18 1 0.98142338 208.14 0 1972 496 0
2 91 18 1 0.98275042 267.04001 0 1973 497 0
2 91 18 1 0.98473722 316.16998 0 1974 498 0
2 91 18 1 0.98303425 333.88 0 1975 499 0
2 91 18 1 0.98330861 445.16998 0 1976 500 0
2 91 18 1 0.98429912 541.58997 0 1977 501 0
2 91 18 1 0.98276377 673.02002 0 1978 502 0
2 91 18 1 0.98382372 826.83002 0 1979 503 0
2 91 18 1 0.97722811 900.94 0 1980 504 0
